product_id,brand,product_type,price_range,item_price,product_rating,average_sentiment_score,positive_review_percentage,total_reviews,cluster,rag_document
P000643,Willow,Shirt,Mid Range ($50-$200),105.35,4.41,0.2719612663442438,63.63636363636363,11,3,"
Product ID: P000643

Brand: Willow

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $105.35

Product Rating: 4.41

Average Customer Sentiment Score:
0.2719612663442438

Positive Review Percentage:
63.63636363636363%

Total Customer Reviews:
11

Product Cluster:
3
"
P001185,Harbor,Skirt,Budget ($0-$50),21.74,3.28,0.5996674299240112,80.0,5,1,"
Product ID: P001185

Brand: Harbor

Product Type: Skirt

Price Range: Budget ($0-$50)

Price: $21.74

Product Rating: 3.28

Average Customer Sentiment Score:
0.5996674299240112

Positive Review Percentage:
80.0%

Total Customer Reviews:
5

Product Cluster:
1
"
P000641,Everest,Hoodie,Mid Range ($50-$200),86.47,2.58,0.3327611883481343,66.66666666666666,3,5,"
Product ID: P000641

Brand: Everest

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $86.47

Product Rating: 2.58

Average Customer Sentiment Score:
0.3327611883481343

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
3

Product Cluster:
5
"
P001144,GreenLeaf,Hoodie,Mid Range ($50-$200),96.51,3.72,0.8170367641882463,90.9090909090909,11,5,"
Product ID: P001144

Brand: GreenLeaf

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $96.51

Product Rating: 3.72

Average Customer Sentiment Score:
0.8170367641882463

Positive Review Percentage:
90.9090909090909%

Total Customer Reviews:
11

Product Cluster:
5
"
P000944,GreenLeaf,Dress,Budget ($0-$50),20.32,4.3,0.999123195807139,100.0,6,3,"
Product ID: P000944

Brand: GreenLeaf

Product Type: Dress

Price Range: Budget ($0-$50)

Price: $20.32

Product Rating: 4.3

Average Customer Sentiment Score:
0.999123195807139

Positive Review Percentage:
100.0%

Total Customer Reviews:
6

Product Cluster:
3
"
P001894,NeoTech,Sweater,Mid Range ($50-$200),51.65,2.56,0.798514473438263,90.0,10,2,"
Product ID: P001894

Brand: NeoTech

Product Type: Sweater

Price Range: Mid Range ($50-$200)

Price: $51.65

Product Rating: 2.56

Average Customer Sentiment Score:
0.798514473438263

Positive Review Percentage:
90.0%

Total Customer Reviews:
10

Product Cluster:
2
"
P000532,Pulse,Jacket,Budget ($0-$50),21.52,4.71,0.99717977643013,100.0,2,0,"
Product ID: P000532

Brand: Pulse

Product Type: Jacket

Price Range: Budget ($0-$50)

Price: $21.52

Product Rating: 4.71

Average Customer Sentiment Score:
0.99717977643013

Positive Review Percentage:
100.0%

Total Customer Reviews:
2

Product Cluster:
0
"
P001007,Acme,Dress,Mid Range ($50-$200),182.33,3.84,0.999129557609558,100.0,5,3,"
Product ID: P001007

Brand: Acme

Product Type: Dress

Price Range: Mid Range ($50-$200)

Price: $182.33

Product Rating: 3.84

Average Customer Sentiment Score:
0.999129557609558

Positive Review Percentage:
100.0%

Total Customer Reviews:
5

Product Cluster:
3
"
P001643,Acme,Shorts,Mid Range ($50-$200),58.73,3.63,0.4280527234077453,71.42857142857143,7,1,"
Product ID: P001643

Brand: Acme

Product Type: Shorts

Price Range: Mid Range ($50-$200)

Price: $58.73

Product Rating: 3.63

Average Customer Sentiment Score:
0.4280527234077453

Positive Review Percentage:
71.42857142857143%

Total Customer Reviews:
7

Product Cluster:
1
"
P001087,Solace,Jacket,Premium ($200-$500),220.52,2.58,0.428618209702628,71.42857142857143,7,0,"
Product ID: P001087

Brand: Solace

Product Type: Jacket

Price Range: Premium ($200-$500)

Price: $220.52

Product Rating: 2.58

Average Customer Sentiment Score:
0.428618209702628

Positive Review Percentage:
71.42857142857143%

Total Customer Reviews:
7

Product Cluster:
0
"
P000008,Everest,Jacket,Budget ($0-$50),33.86,2.93,0.5547274417347379,77.77777777777779,9,0,"
Product ID: P000008

Brand: Everest

Product Type: Jacket

Price Range: Budget ($0-$50)

Price: $33.86

Product Rating: 2.93

Average Customer Sentiment Score:
0.5547274417347379

Positive Review Percentage:
77.77777777777779%

Total Customer Reviews:
9

Product Cluster:
0
"
P001698,GreenLeaf,Jacket,Mid Range ($50-$200),142.7,4.17,0.6654130617777506,83.33333333333334,6,0,"
Product ID: P001698

Brand: GreenLeaf

Product Type: Jacket

Price Range: Mid Range ($50-$200)

Price: $142.7

Product Rating: 4.17

Average Customer Sentiment Score:
0.6654130617777506

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
6

Product Cluster:
0
"
P001384,Pulse,Jacket,Budget ($0-$50),15.03,4.77,0.7494166642427444,87.5,8,0,"
Product ID: P001384

Brand: Pulse

Product Type: Jacket

Price Range: Budget ($0-$50)

Price: $15.03

Product Rating: 4.77

Average Customer Sentiment Score:
0.7494166642427444

Positive Review Percentage:
87.5%

Total Customer Reviews:
8

Product Cluster:
0
"
P000464,Orion,Jacket,Budget ($0-$50),44.1,4.33,0.9987643361091614,100.0,5,0,"
Product ID: P000464

Brand: Orion

Product Type: Jacket

Price Range: Budget ($0-$50)

Price: $44.1

Product Rating: 4.33

Average Customer Sentiment Score:
0.9987643361091614

Positive Review Percentage:
100.0%

Total Customer Reviews:
5

Product Cluster:
0
"
P001519,Harbor,Jeans,Mid Range ($50-$200),130.87,4.32,0.2487029209733009,62.5,8,4,"
Product ID: P001519

Brand: Harbor

Product Type: Jeans

Price Range: Mid Range ($50-$200)

Price: $130.87

Product Rating: 4.32

Average Customer Sentiment Score:
0.2487029209733009

Positive Review Percentage:
62.5%

Total Customer Reviews:
8

Product Cluster:
4
"
P000634,GreenLeaf,Shirt,Budget ($0-$50),43.85,2.52,0.5989475607872009,80.0,5,3,"
Product ID: P000634

Brand: GreenLeaf

Product Type: Shirt

Price Range: Budget ($0-$50)

Price: $43.85

Product Rating: 2.52

Average Customer Sentiment Score:
0.5989475607872009

Positive Review Percentage:
80.0%

Total Customer Reviews:
5

Product Cluster:
3
"
P001295,Acme,Jeans,Mid Range ($50-$200),80.66,4.68,0.9991454243659972,100.0,5,4,"
Product ID: P001295

Brand: Acme

Product Type: Jeans

Price Range: Mid Range ($50-$200)

Price: $80.66

Product Rating: 4.68

Average Customer Sentiment Score:
0.9991454243659972

Positive Review Percentage:
100.0%

Total Customer Reviews:
5

Product Cluster:
4
"
P000778,Astra,T-Shirt,Mid Range ($50-$200),56.05,3.65,0.3328947822252909,66.66666666666666,3,2,"
Product ID: P000778

Brand: Astra

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $56.05

Product Rating: 3.65

Average Customer Sentiment Score:
0.3328947822252909

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
3

Product Cluster:
2
"
P001668,GreenLeaf,T-Shirt,Budget ($0-$50),47.02,2.74,0.9998359382152556,100.0,2,1,"
Product ID: P001668

Brand: GreenLeaf

Product Type: T-Shirt

Price Range: Budget ($0-$50)

Price: $47.02

Product Rating: 2.74

Average Customer Sentiment Score:
0.9998359382152556

Positive Review Percentage:
100.0%

Total Customer Reviews:
2

Product Cluster:
1
"
P000700,GreenLeaf,Jeans,Mid Range ($50-$200),186.13,2.87,0.5544740756352743,77.77777777777779,9,4,"
Product ID: P000700

Brand: GreenLeaf

Product Type: Jeans

Price Range: Mid Range ($50-$200)

Price: $186.13

Product Rating: 2.87

Average Customer Sentiment Score:
0.5544740756352743

Positive Review Percentage:
77.77777777777779%

Total Customer Reviews:
9

Product Cluster:
4
"
P001127,Everest,Hoodie,Mid Range ($50-$200),150.71,4.12,0.6663124064604441,83.33333333333334,6,5,"
Product ID: P001127

Brand: Everest

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $150.71

Product Rating: 4.12

Average Customer Sentiment Score:
0.6663124064604441

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
6

Product Cluster:
5
"
P000539,Zenith,Jeans,Budget ($0-$50),45.11,3.38,0.0002229809761047,50.0,4,4,"
Product ID: P000539

Brand: Zenith

Product Type: Jeans

Price Range: Budget ($0-$50)

Price: $45.11

Product Rating: 3.38

Average Customer Sentiment Score:
0.0002229809761047

Positive Review Percentage:
50.0%

Total Customer Reviews:
4

Product Cluster:
4
"
P000068,Acme,Sweater,Budget ($0-$50),46.36,3.76,0.6666105488936106,83.33333333333334,6,2,"
Product ID: P000068

Brand: Acme

Product Type: Sweater

Price Range: Budget ($0-$50)

Price: $46.36

Product Rating: 3.76

Average Customer Sentiment Score:
0.6666105488936106

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
6

Product Cluster:
2
"
P001450,Zenith,Shirt,Mid Range ($50-$200),108.38,2.96,0.6645208299160004,83.33333333333334,6,3,"
Product ID: P001450

Brand: Zenith

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $108.38

Product Rating: 2.96

Average Customer Sentiment Score:
0.6645208299160004

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
6

Product Cluster:
3
"
P000665,Zenith,T-Shirt,Mid Range ($50-$200),76.18,3.96,0.4268380062920706,71.42857142857143,7,1,"
Product ID: P000665

Brand: Zenith

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $76.18

Product Rating: 3.96

Average Customer Sentiment Score:
0.4268380062920706

Positive Review Percentage:
71.42857142857143%

Total Customer Reviews:
7

Product Cluster:
1
"
P000050,Everest,Shorts,Mid Range ($50-$200),108.18,4.17,0.5546189149220785,77.77777777777779,9,1,"
Product ID: P000050

Brand: Everest

Product Type: Shorts

Price Range: Mid Range ($50-$200)

Price: $108.18

Product Rating: 4.17

Average Customer Sentiment Score:
0.5546189149220785

Positive Review Percentage:
77.77777777777779%

Total Customer Reviews:
9

Product Cluster:
1
"
P000487,Willow,Skirt,Budget ($0-$50),22.21,3.4,0.1428530897412981,57.14285714285714,7,1,"
Product ID: P000487

Brand: Willow

Product Type: Skirt

Price Range: Budget ($0-$50)

Price: $22.21

Product Rating: 3.4

Average Customer Sentiment Score:
0.1428530897412981

Positive Review Percentage:
57.14285714285714%

Total Customer Reviews:
7

Product Cluster:
1
"
P000361,Harbor,T-Shirt,Mid Range ($50-$200),168.32,2.69,0.1424827490534101,57.14285714285714,7,1,"
Product ID: P000361

Brand: Harbor

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $168.32

Product Rating: 2.69

Average Customer Sentiment Score:
0.1424827490534101

Positive Review Percentage:
57.14285714285714%

Total Customer Reviews:
7

Product Cluster:
1
"
P001829,Harbor,Dress,Budget ($0-$50),36.94,3.88,0.6662485599517822,83.33333333333334,6,3,"
Product ID: P001829

Brand: Harbor

Product Type: Dress

Price Range: Budget ($0-$50)

Price: $36.94

Product Rating: 3.88

Average Customer Sentiment Score:
0.6662485599517822

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
6

Product Cluster:
3
"
P000737,Zenith,Tracksuit,Mid Range ($50-$200),92.23,4.32,0.3317365513907538,66.66666666666666,9,1,"
Product ID: P000737

Brand: Zenith

Product Type: Tracksuit

Price Range: Mid Range ($50-$200)

Price: $92.23

Product Rating: 4.32

Average Customer Sentiment Score:
0.3317365513907538

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
9

Product Cluster:
1
"
P000226,Solace,Jacket,Mid Range ($50-$200),118.33,2.8,0.4280662281172616,71.42857142857143,7,0,"
Product ID: P000226

Brand: Solace

Product Type: Jacket

Price Range: Mid Range ($50-$200)

Price: $118.33

Product Rating: 2.8

Average Customer Sentiment Score:
0.4280662281172616

Positive Review Percentage:
71.42857142857143%

Total Customer Reviews:
7

Product Cluster:
0
"
P000071,Willow,Shirt,Mid Range ($50-$200),138.82,3.76,0.4277957805565425,71.42857142857143,14,3,"
Product ID: P000071

Brand: Willow

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $138.82

Product Rating: 3.76

Average Customer Sentiment Score:
0.4277957805565425

Positive Review Percentage:
71.42857142857143%

Total Customer Reviews:
14

Product Cluster:
3
"
P001785,Solace,Jeans,Mid Range ($50-$200),90.15,4.11,0.3320049047470093,66.66666666666666,6,4,"
Product ID: P001785

Brand: Solace

Product Type: Jeans

Price Range: Mid Range ($50-$200)

Price: $90.15

Product Rating: 4.11

Average Customer Sentiment Score:
0.3320049047470093

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
6

Product Cluster:
4
"
P000128,Everest,Jeans,Mid Range ($50-$200),55.25,4.74,0.5995977759361267,80.0,5,4,"
Product ID: P000128

Brand: Everest

Product Type: Jeans

Price Range: Mid Range ($50-$200)

Price: $55.25

Product Rating: 4.74

Average Customer Sentiment Score:
0.5995977759361267

Positive Review Percentage:
80.0%

Total Customer Reviews:
5

Product Cluster:
4
"
P001660,GreenLeaf,Hoodie,Mid Range ($50-$200),113.12,4.72,0.9966323673725128,100.0,4,5,"
Product ID: P001660

Brand: GreenLeaf

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $113.12

Product Rating: 4.72

Average Customer Sentiment Score:
0.9966323673725128

Positive Review Percentage:
100.0%

Total Customer Reviews:
4

Product Cluster:
5
"
P001582,Solace,Jeans,Premium ($200-$500),242.11,3.76,0.6648756464322408,83.33333333333334,6,4,"
Product ID: P001582

Brand: Solace

Product Type: Jeans

Price Range: Premium ($200-$500)

Price: $242.11

Product Rating: 3.76

Average Customer Sentiment Score:
0.6648756464322408

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
6

Product Cluster:
4
"
P001077,Zenith,T-Shirt,Mid Range ($50-$200),114.4,2.88,0.7139601452010018,85.71428571428571,7,1,"
Product ID: P001077

Brand: Zenith

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $114.4

Product Rating: 2.88

Average Customer Sentiment Score:
0.7139601452010018

Positive Review Percentage:
85.71428571428571%

Total Customer Reviews:
7

Product Cluster:
1
"
P001498,Acme,T-Shirt,Premium ($200-$500),207.25,2.84,0.7138926642281669,85.71428571428571,7,1,"
Product ID: P001498

Brand: Acme

Product Type: T-Shirt

Price Range: Premium ($200-$500)

Price: $207.25

Product Rating: 2.84

Average Customer Sentiment Score:
0.7138926642281669

Positive Review Percentage:
85.71428571428571%

Total Customer Reviews:
7

Product Cluster:
1
"
P000499,Zenith,Hoodie,Mid Range ($50-$200),115.81,3.31,-0.2001023054122924,40.0,5,5,"
Product ID: P000499

Brand: Zenith

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $115.81

Product Rating: 3.31

Average Customer Sentiment Score:
-0.2001023054122924

Positive Review Percentage:
40.0%

Total Customer Reviews:
5

Product Cluster:
5
"
P000858,Harbor,Sweater,Mid Range ($50-$200),185.03,3.02,0.7482990771532059,87.5,8,2,"
Product ID: P000858

Brand: Harbor

Product Type: Sweater

Price Range: Mid Range ($50-$200)

Price: $185.03

Product Rating: 3.02

Average Customer Sentiment Score:
0.7482990771532059

Positive Review Percentage:
87.5%

Total Customer Reviews:
8

Product Cluster:
2
"
P000101,Willow,Jacket,Budget ($0-$50),32.69,2.69,0.6654121180375417,83.33333333333334,12,0,"
Product ID: P000101

Brand: Willow

Product Type: Jacket

Price Range: Budget ($0-$50)

Price: $32.69

Product Rating: 2.69

Average Customer Sentiment Score:
0.6654121180375417

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
12

Product Cluster:
0
"
P000606,Everest,Dress,Mid Range ($50-$200),138.24,4.74,0.9989198669791222,100.0,8,3,"
Product ID: P000606

Brand: Everest

Product Type: Dress

Price Range: Mid Range ($50-$200)

Price: $138.24

Product Rating: 4.74

Average Customer Sentiment Score:
0.9989198669791222

Positive Review Percentage:
100.0%

Total Customer Reviews:
8

Product Cluster:
3
"
P001539,Willow,Shirt,Mid Range ($50-$200),103.59,2.58,0.4986437037587166,75.0,8,3,"
Product ID: P001539

Brand: Willow

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $103.59

Product Rating: 2.58

Average Customer Sentiment Score:
0.4986437037587166

Positive Review Percentage:
75.0%

Total Customer Reviews:
8

Product Cluster:
3
"
P000618,Harbor,T-Shirt,Mid Range ($50-$200),182.11,3.1,0.2496588379144668,62.5,8,1,"
Product ID: P000618

Brand: Harbor

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $182.11

Product Rating: 3.1

Average Customer Sentiment Score:
0.2496588379144668

Positive Review Percentage:
62.5%

Total Customer Reviews:
8

Product Cluster:
1
"
P001526,Orion,Shirt,Mid Range ($50-$200),117.09,4.36,-0.4282907332692827,28.57142857142857,7,3,"
Product ID: P001526

Brand: Orion

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $117.09

Product Rating: 4.36

Average Customer Sentiment Score:
-0.4282907332692827

Positive Review Percentage:
28.57142857142857%

Total Customer Reviews:
7

Product Cluster:
3
"
P000132,Willow,Hoodie,Mid Range ($50-$200),135.87,2.56,0.1997832417488098,60.0,5,5,"
Product ID: P000132

Brand: Willow

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $135.87

Product Rating: 2.56

Average Customer Sentiment Score:
0.1997832417488098

Positive Review Percentage:
60.0%

Total Customer Reviews:
5

Product Cluster:
5
"
P001043,NeoTech,Jeans,Budget ($0-$50),28.05,4.84,0.6000146269798279,80.0,5,4,"
Product ID: P001043

Brand: NeoTech

Product Type: Jeans

Price Range: Budget ($0-$50)

Price: $28.05

Product Rating: 4.84

Average Customer Sentiment Score:
0.6000146269798279

Positive Review Percentage:
80.0%

Total Customer Reviews:
5

Product Cluster:
4
"
P001350,Harbor,Jacket,Mid Range ($50-$200),75.16,3.55,0.666306604941686,83.33333333333334,6,0,"
Product ID: P001350

Brand: Harbor

Product Type: Jacket

Price Range: Mid Range ($50-$200)

Price: $75.16

Product Rating: 3.55

Average Customer Sentiment Score:
0.666306604941686

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
6

Product Cluster:
0
"
P000478,Zenith,Skirt,Mid Range ($50-$200),199.79,2.66,0.4537652785127813,72.72727272727273,11,1,"
Product ID: P000478

Brand: Zenith

Product Type: Skirt

Price Range: Mid Range ($50-$200)

Price: $199.79

Product Rating: 2.66

Average Customer Sentiment Score:
0.4537652785127813

Positive Review Percentage:
72.72727272727273%

Total Customer Reviews:
11

Product Cluster:
1
"
P000207,GreenLeaf,Dress,Premium ($200-$500),227.28,3.4,0.4991525262594223,75.0,8,3,"
Product ID: P000207

Brand: GreenLeaf

Product Type: Dress

Price Range: Premium ($200-$500)

Price: $227.28

Product Rating: 3.4

Average Customer Sentiment Score:
0.4991525262594223

Positive Review Percentage:
75.0%

Total Customer Reviews:
8

Product Cluster:
3
"
P001536,Nimbus,Jacket,Budget ($0-$50),37.11,3.92,0.3327611883481343,66.66666666666666,3,0,"
Product ID: P001536

Brand: Nimbus

Product Type: Jacket

Price Range: Budget ($0-$50)

Price: $37.11

Product Rating: 3.92

Average Customer Sentiment Score:
0.3327611883481343

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
3

Product Cluster:
0
"
P000734,Acme,Jeans,Mid Range ($50-$200),86.34,4.58,0.4988194853067398,75.0,8,4,"
Product ID: P000734

Brand: Acme

Product Type: Jeans

Price Range: Mid Range ($50-$200)

Price: $86.34

Product Rating: 4.58

Average Customer Sentiment Score:
0.4988194853067398

Positive Review Percentage:
75.0%

Total Customer Reviews:
8

Product Cluster:
4
"
P001221,NeoTech,Shirt,Mid Range ($50-$200),79.93,4.51,0.4992703720927238,75.0,8,3,"
Product ID: P001221

Brand: NeoTech

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $79.93

Product Rating: 4.51

Average Customer Sentiment Score:
0.4992703720927238

Positive Review Percentage:
75.0%

Total Customer Reviews:
8

Product Cluster:
3
"
P000043,Acme,Sweater,Mid Range ($50-$200),148.55,3.66,0.3335073788960774,66.66666666666666,3,2,"
Product ID: P000043

Brand: Acme

Product Type: Sweater

Price Range: Mid Range ($50-$200)

Price: $148.55

Product Rating: 3.66

Average Customer Sentiment Score:
0.3335073788960774

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
3

Product Cluster:
2
"
P000802,Orion,Sweater,Mid Range ($50-$200),173.34,3.74,0.666290948788325,83.33333333333334,6,2,"
Product ID: P000802

Brand: Orion

Product Type: Sweater

Price Range: Mid Range ($50-$200)

Price: $173.34

Product Rating: 3.74

Average Customer Sentiment Score:
0.666290948788325

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
6

Product Cluster:
2
"
P000652,Pulse,T-Shirt,Mid Range ($50-$200),76.67,3.2,0.9980631828308104,100.0,5,1,"
Product ID: P000652

Brand: Pulse

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $76.67

Product Rating: 3.2

Average Customer Sentiment Score:
0.9980631828308104

Positive Review Percentage:
100.0%

Total Customer Reviews:
5

Product Cluster:
1
"
P000336,Acme,T-Shirt,Mid Range ($50-$200),121.89,4.21,0.4999832808971405,75.0,8,1,"
Product ID: P000336

Brand: Acme

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $121.89

Product Rating: 4.21

Average Customer Sentiment Score:
0.4999832808971405

Positive Review Percentage:
75.0%

Total Customer Reviews:
8

Product Cluster:
1
"
P000503,Harbor,Shirt,Mid Range ($50-$200),90.57,4.4,0.6654206415017446,83.33333333333334,6,3,"
Product ID: P000503

Brand: Harbor

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $90.57

Product Rating: 4.4

Average Customer Sentiment Score:
0.6654206415017446

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
6

Product Cluster:
3
"
P000996,Harbor,T-Shirt,Mid Range ($50-$200),54.74,4.64,0.1656577239433924,58.333333333333336,12,1,"
Product ID: P000996

Brand: Harbor

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $54.74

Product Rating: 4.64

Average Customer Sentiment Score:
0.1656577239433924

Positive Review Percentage:
58.333333333333336%

Total Customer Reviews:
12

Product Cluster:
1
"
P000774,Harbor,Sweater,Budget ($0-$50),20.4,4.69,0.2489354163408279,62.5,8,2,"
Product ID: P000774

Brand: Harbor

Product Type: Sweater

Price Range: Budget ($0-$50)

Price: $20.4

Product Rating: 4.69

Average Customer Sentiment Score:
0.2489354163408279

Positive Review Percentage:
62.5%

Total Customer Reviews:
8

Product Cluster:
2
"
P000119,Pulse,Dress,Premium ($200-$500),265.21,4.77,0.3334910670916239,66.66666666666666,3,3,"
Product ID: P000119

Brand: Pulse

Product Type: Dress

Price Range: Premium ($200-$500)

Price: $265.21

Product Rating: 4.77

Average Customer Sentiment Score:
0.3334910670916239

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
3

Product Cluster:
3
"
P001242,Astra,T-Shirt,Mid Range ($50-$200),99.47,3.84,0.9974815249443054,100.0,3,2,"
Product ID: P001242

Brand: Astra

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $99.47

Product Rating: 3.84

Average Customer Sentiment Score:
0.9974815249443054

Positive Review Percentage:
100.0%

Total Customer Reviews:
3

Product Cluster:
2
"
P000511,Nimbus,Jeans,Budget ($0-$50),34.13,2.6,0.0002079159021377,50.0,4,4,"
Product ID: P000511

Brand: Nimbus

Product Type: Jeans

Price Range: Budget ($0-$50)

Price: $34.13

Product Rating: 2.6

Average Customer Sentiment Score:
0.0002079159021377

Positive Review Percentage:
50.0%

Total Customer Reviews:
4

Product Cluster:
4
"
P000712,GreenLeaf,Jacket,Mid Range ($50-$200),97.46,4.56,0.9991037050882976,100.0,3,0,"
Product ID: P000712

Brand: GreenLeaf

Product Type: Jacket

Price Range: Mid Range ($50-$200)

Price: $97.46

Product Rating: 4.56

Average Customer Sentiment Score:
0.9991037050882976

Positive Review Percentage:
100.0%

Total Customer Reviews:
3

Product Cluster:
0
"
